name,ko,en,ja,ru,zhcht
Shop.PriceDescription.43,"₩6,600",,,,
Shop.PriceDescription.44,"₩12,000",,,,
Shop.PriceDescription.45,"₩19,000",,,,
Shop.PriceDescription.46,"₩25,000",,,,
Shop.PriceDescription.47,"₩36,000",,,,
Shop.PriceDescription.48,"₩19,000",,,,
Shop.PriceDescription.49,"₩30,000",,,,
Shop.PriceDescription.50,"₩32,000",,,,
Shop.PriceDescription.51,"₩54,000",,,,
Shop.PriceDescription.52,"₩69,000",,,,
Shop.PriceDescription.53,"₩20,000",,,,
Shop.PriceDescription.54,"₩32,000",,,,
Shop.PriceDescription.55,"₩69,000",,,,
Shop.PriceDescription.56,"₩119,000",,,,
Shop.PriceDescription.57,"₩179,000",,,,
Shop.PriceDescription.58,"₩69,000",,,,
Shop.PriceDescription.59,"₩179,000",,,,
Shop.PriceDescription.60,"₩179,000",,,,
Shop.PurchasedDescription.00,황금 티켓 1개를 획득했습니다.,I Got One Golden Ticket.,ゴールデンチケットが1つありました。,Я Получил Один Золотой Билет.,我有一張金票。
Shop.PurchasedDescription.01,고기 20개를 획득했습니다.,I Got 20 Meat.,20肉を手に入れました。,У Меня 20 Мяса.,我有20肉。
Shop.PurchasedDescription.02,열쇠 10개를 획득했습니다.,I Got 10 Keys.,10個のキーがありました。,У Меня 10 Ключей.,我有10個鑰匙。
Shop.PurchasedDescription.03,루비 300개를 획득했습니다.,I Got 300 Rubies.,300個のルビーを手に入れました。,Я Получил 300 Рубин.,我有300個紅寶石。
Shop.PurchasedDescription.04,"루비 1,000개를 구매했습니다.","I Bought 1,000 Rubies.","1,000個のルビーを購入しました。",Я Купил 1000 Рубин.,"我買了1,000個紅寶石。"
Shop.PurchasedDescription.05,"루비 3,000개를 구매했습니다.","I Bought 3,000 Rubies.","3,000個のルビーを購入しました。",Я Купил 3000 Рубин.,"我買了3,000個紅寶石。"
Shop.PurchasedDescription.06,"루비 6,500개를 구매했습니다.","I Bought 6,500 Ruby.","6,500ルビーを購入しました。",Я Купил 6500 Рубин.,"我買了6,500條紅寶石。"
Shop.PurchasedDescription.07,"루비 21,000개를 구매했습니다.","I Bought 21,000 Rubies.","21,000枚のルビーを購入しました。",Я Купил 21 000 Рубин.,"我買了21,000紅寶石。"
Shop.PurchasedDescription.08,"루비 90,000개를 구매했습니다.","I Bought 90,000 Rubies.","90,000個のルビーを購入しました。",Я Купил 90 000 Рубин.,"我買了90,000個紅寶石。"
Shop.PurchasedDescription.09,"루비 200,000개를 구매했습니다.","I Bought 200,000 Rubies.","200,000枚のルビーを購入しました。",Я Купил 200 000 Рубин.,"我買了200,000紅寶石。"
Shop.PurchasedDescription.10,무한 광고 제거가 활성화 됐습니다.,Infinite Ad Removal Has Been Activated.,無限の広告除去がアクティブになっています。,Бесконечное Удаление Рекламы Было Активировано.,無限的ad去除已被激活。
Shop.PurchasedDescription.11,무한 공격의 축복이 활성화 됐습니다.,The Blessing Of Infinite Attacks Has Been Activated.,無限の攻撃の祝福が活性化されています。,Благословение Бесконечных Атак Было Активировано.,無限攻擊的祝福已被激活。
Shop.PurchasedDescription.12,무한 생명의 축복이 활성화 됐습니다.,Infinite Life Blessings Have Been Activated.,無限の人生の祝福が活性化されています。,Бесконечные Жизненные Благословения Были Активированы.,無限的生命祝福已被激活。
Shop.PurchasedDescription.13,무한 탐욕의 축복이 활성화 됐습니다.,The Blessing Of Infinite Greed Has Been Activated.,無限の貪欲の祝福が活性化されました。,Благословение Бесконечной Жадности Было Активировано.,無限貪婪的祝福已被激活。
Shop.PurchasedDescription.14,무한 경험의 축복이 활성화 됐습니다.,The Blessing Of Infinite Experience Has Been Activated.,無限の経験の祝福が活性化されました。,Благословение Бесконечного Опыта Было Активировано.,無限經驗的祝福已被激活。
Shop.PurchasedDescription.15,무한 채굴의 축복이 활성화 됐습니다.,The Blessing Of Infinite Mining Has Been Activated.,無限の採掘の祝福が活性化されました。,Благословение Бесконечной Добычи Было Активировано.,無限採礦的祝福已被激活。
Shop.PurchasedDescription.16,고기 50개를 구매했습니다.,I Bought 50 Meat.,50個の肉を買いました。,Я Купил 50 Мяса.,我買了50肉。
Shop.PurchasedDescription.17,"루비 10,000개를 구매했습니다.","I Bought 10,000 Rubies.","10,000個のルビーを購入しました。",Я Купил 10 000 Рубин.,"我買了10,000個紅寶石。"
Shop.PurchasedDescription.18,스킵 티켓 20개를 구매했습니다.,I Bought 20 Skip Tickets.,20枚のスキップチケットを購入しました。,Я Купил 20 Билетов Skip.,我買了20張跳過門票。
Shop.PurchasedDescription.19,열쇠 50개를 구매했습니다.,I Bought 50 Keys.,50個のキーを購入しました。,Я Купил 50 Ключей.,我買了50個鑰匙。
Shop.PurchasedDescription.20,황금 티켓 5개를 구매했습니다.,I Bought Five Golden Tickets.,5つのゴールデンチケットを購入しました。,Я Купил Пять Золотых Билетов.,我買了五張金票。
Shop.PurchasedDescription.21,"주사위 5,000개를 구매했습니다.","I Bought 5,000 Dice.","5,000個のサイコロを購入しました。",Я Купил 5000 Кубиков.,"我買了5,000個骰子。"
Shop.PurchasedDescription.22,뿅망치 50개를 구매했습니다.,I Bought 50 Hammocks.,50個のハンモックを購入しました。,Я Купил 50 Гамаков.,我買了50座吊床。
Shop.PurchasedDescription.23,첫출발 스타트 프리미엄1을 구매했습니다.,I Bought The First Start Start Premium 1.,最初のスタートプレミアム1を購入しました。,Я Купил Первый Старт Premium 1.,我買了第一個開始溢價1。
Shop.PurchasedDescription.24,첫출발 스타트 프리미엄2을 구매했습니다.,I Bought The First Start Start Premium 2.,最初のスタートプレミアム2を購入しました。,Я Купил Первый Старт Premium 2.,我買了第一個開始premium 2。
Shop.PurchasedDescription.25,첫출발 스타트 프리미엄3을 구매했습니다.,I Bought The First Start Start Premium 3.,最初のスタートスタートプレミアム3を購入しました。,Я Купил Первый Старт Premium 3.,我買了第一個start Start Premium 3。
Shop.PurchasedDescription.26,"루비 프리미엄, 루비 25,000개를 구매했습니다.","I Bought Ruby Premium And 25,000 Ruby.","Ruby Premiumと25,000 Rubyを購入しました。",Я Купил Ruby Premium И 25 000 Ruby.,"我買了ruby Premium和25,000 Ruby。"
Shop.PurchasedDescription.27,"골드 티켓 20개를 구매했습니다.,",I Bought 20 Gold Tickets.,20個のゴールドチケットを購入しました。,Я Купил 20 Золотых Билетов.,我買了20張金票。
Shop.PurchasedDescription.28,"골드 티켓 40개를 구매했습니다.,",I Bought 40 Gold Tickets.,40個の金のチケットを購入しました。,Я Купил 40 Золотых Билетов.,我買了40張金票。
Shop.PurchasedDescription.29,"골드 티켓 80개를 구매했습니다.,",I Bought 80 Gold Tickets.,80個のゴールドチケットを購入しました。,Я Купил 80 Золотых Билетов.,我買了80張金票。
Shop.PurchasedDescription.30,일일 성장 프리미엄1을 구매했습니다.,I Bought A Daily Growth Premium 1.,毎日の成長プレミアム1を購入しました1。,Я Купил Ежедневный Рост Премии 1.,我購買了每日增長溢價1。
Shop.PurchasedDescription.31,일일 성장 프리미엄2를 구매했습니다.,I Bought A Daily Growth Premium 2.,毎日の成長プレミアム2を購入しました。,Я Купил Ежедневный Рост Premium 2.,我購買了每日增長溢價2。
Shop.PurchasedDescription.32,일일 성장 프리미엄3을 구매했습니다.,I Bought A Daily Growth Premium 3.,毎日の成長プレミアム3を購入しました。,Я Купил Ежедневный Рост Premium 3.,我購買了每日增長溢價3。
Shop.PurchasedDescription.33,일일 성장 프리미엄4를 구매했습니다.,I Bought A Daily Growth Premium 4.,毎日の成長プレミアム4を購入しました。,Я Купил Ежедневный Рост Premium 4.,我購買了每日增長溢價4。
Shop.PurchasedDescription.34,일일 성장 프리미엄5를 구매했습니다.,I Bought A Daily Growth Premium 5.,毎日の成長プレミアム5を購入しました。,Я Купил Ежедневный Рост Premium 5.,我購買了每日增長溢價5。
Shop.PurchasedDescription.35,주간 성장 프리미엄1을 구매했습니다.,I Bought Weekly Growth Premium 1.,毎週成長プレミアム1を購入しました。,Я Купил Еженедельный Рост Premium 1.,我購買了每週的增長保費1。
Shop.PurchasedDescription.36,주간 성장 프리미엄2를 구매했습니다.,I Bought Weekly Growth Premium 2.,毎週の成長プレミアム2を購入しました。,Я Купил Еженедельный Рост Premium 2.,我購買了每週的增長保費2。
Shop.PurchasedDescription.37,주간 성장 프리미엄3을 구매했습니다.,I Bought Weekly Growth Premium 3.,毎週成長プレミアム3を購入しました。,Я Купил Еженедельный Рост Premium 3.,我購買了每週的增長保費3。
Shop.PurchasedDescription.38,주간 성장 프리미엄4를 구매했습니다.,I Bought Weekly Growth Premium 4.,毎週成長プレミアム4を購入しました。,Я Купил Еженедельный Рост Premium 4.,我購買了每週的增長保費4。
Shop.PurchasedDescription.39,주간 성장 프리미엄5를 구매했습니다.,I Bought Weekly Growth Premium 5.,毎週成長プレミアム5を購入しました。,Я Купил Еженедельный Рост Premium 5.,我購買了每週的增長保費5。
Shop.PurchasedDescription.40,무한의 탑 스페셜을 구매했습니다.,I Bought An Infinite Top Special.,私は無限のトップスペシャルを購入しました。,Я Купил Infinite Top Special.,我買了一個無限的頂級特惠。
Shop.PurchasedDescription.41,무한의 탑 프리미엄을 구매했습니다.,I Bought An Infinite Top Premium.,無限のトッププレミアムを購入しました。,Я Купил Бесконечную Верхнюю Премию.,我買了一個無限的高級溢價。
Shop.PurchasedDescription.42,재화 던전 프리미엄을 구매했습니다.,I Bought A Goods Dungeon Premium.,私はgoods Dungeon Premiumを購入しました。,Я Купил Товарную Премию Dungeon.,我買了一個商品地牢溢價。
Shop.PurchasedDescription.43,일일 프리미엄 황금 마차1을 구매했습니다.,I Bought A Daily Premium Golden Wagon 1.,毎日のプレミアムゴールデンワゴン1を購入しました。,Я Купил Ежедневную Премию Golden Wagon 1.,我買了每日高級金貨車1。
Shop.PurchasedDescription.44,일일 프리미엄 황금 마차2를 구매했습니다.,I Bought A Daily Premium Golden Wagon 2.,毎日のプレミアムゴールデンワゴン2を購入しました。,Я Купил Ежедневную Премию Golden Wagon 2.,我買了每日高級金貨車2。
Shop.PurchasedDescription.45,일일 프리미엄 황금 마차3을 구매했습니다.,I Bought A Daily Premium Golden Wagon 3.,毎日のプレミアムゴールデンワゴン3を購入しました。,Я Купил Ежедневную Премию Golden Wagon 3.,我買了每日高級金貨車3。
Shop.PurchasedDescription.46,일일 프리미엄 황금 마차4를 구매했습니다.,I Bought A Daily Premium Golden Wagon 4.,毎日のプレミアムゴールデンワゴン4を購入しました。,Я Купил Ежедневную Премию Golden Wagon 4.,我買了每日高級金貨車4。
Shop.PurchasedDescription.47,일일 프리미엄 황금 마차5를 구매했습니다.,I Bought A Daily Premium Golden Wagon 5.,毎日のプレミアムゴールデンワゴン5を購入しました。,Я Купил Ежедневную Премию Golden Wagon 5.,我買了每日高級金貨車5。
Shop.PurchasedDescription.48,주간 프리미엄 황금 마차1을 구매했습니다.,I Bought A Weekly Premium Golden Wagon 1.,毎週のプレミアムゴールデンワゴン1を購入しました。,Я Купил Еженедельную Премию Golden Wagon 1.,我購買了每週的高級金貨車1。
Shop.PurchasedDescription.49,주간 프리미엄 황금 마차2를 구매했습니다.,I Bought A Weekly Premium Golden Wagon 2.,毎週のプレミアムゴールデンワゴン2を購入しました。,Я Купил Еженедельную Премию Golden Wagon 2.,我購買了每週的高級金貨車2。
Shop.PurchasedDescription.50,주간 프리미엄 황금 마차3을 구매했습니다.,I Bought A Weekly Premium Golden Wagon 3.,毎週のプレミアムゴールデンワゴン3を購入しました。,Я Купил Еженедельную Премию Golden Wagon 3.,我購買了每週的高級金貨車3。
Shop.PurchasedDescription.51,주간 프리미엄 황금 마차4를 구매했습니다.,I Bought A Weekly Premium Golden Wagon 4.,毎週のプレミアムゴールデンワゴン4を購入しました。,Я Купил Еженедельную Премию Golden Wagon 4.,我購買了每週的高級金貨車4。
Shop.PurchasedDescription.52,주간 프리미엄 황금 마차5를 구매했습니다.,I Bought A Weekly Premium Golden Wagon 5.,毎週のプレミアムゴールデンワゴン5を購入しました。,Я Купил Еженедельную Премию Golden Wagon 5.,我購買了每週的高級金貨車5。
Shop.PurchasedDescription.53,"황금 티켓 프리미엄, 황금 티켓 50개를 구매했습니다.",We Purchased 50 Golden Ticket Premiums And 50 Golden Tickets.,50個のゴールデンチケットプレミアムと50個のゴールデンチケットを購入しました。,Мы Купили 50 Золотых Билетных Премий И 50 Золотых Билетов.,我們購買了50張金牌保費和50張金票。
Shop.PurchasedDescription.54,레벨 달성 스페셜 I을 구매했습니다.,I Bought A Level Achievement Special I.,レベルの功績スペシャルiを購入しました。,Я Купил Специальное Достижение.,我買了一個水平成就特別i。
Shop.PurchasedDescription.55,레벨 달성 스페셜 II을 구매했습니다.,I Bought A Level Achievement Special Ii.,レベルアチーブメントスペシャルiiを購入しました。,Я Купил Ровное Достижение Special Ii.,我買了一個水平成就特別ii。
Shop.PurchasedDescription.56,레벨 달성 스페셜 III을 구매했습니다.,I Bought A Level Achievement Special Iii.,レベルアチーブメントスペシャルiiiを購入しました。,Я Купил Ровное Достижение Special Iii.,我買了一個水平成就特別iii。
Shop.PurchasedDescription.57,레벨 달성 스페셜 IV을 구매했습니다.,I Bought A Level Achievement Special Iv.,レベルアチーブメントスペシャルivを購入しました。,Я Купил Ровное Достижение Специальное Iv.,我買了一個水平成就特別iv。
Shop.PurchasedDescription.58,스테이지 돌파 스페셜 I을 구매했습니다.,I Bought A Special I.,私は特別な私を買いました。,Я Купил Особый I.,我買了一個特殊的i。
Shop.PurchasedDescription.59,스테이지 돌파 스페셜 II을 구매했습니다.,I Bought A Special Ii.,私は特別なiiを買いました。,Я Купил Специальный Ii.,我買了一個特別ii。
Shop.PurchasedDescription.60,스테이지 돌파 스페셜 III을 구매했습니다.,I Bought A Special Iii.,特別なiiiを購入しました。,Я Купил Специальный Iii.,我買了一個特別的iii。
Skill.Name.00,헤이스트,History,歴史,История,歷史
Skill.Name.01,토네이도,Tornado,竜巻,Торнадо,龍捲風
Skill.Name.02,텔레포트,Teleport,テレポート,Телепорт,傳送
Skill.Name.03,레이징블로우,Raying Blow,レイニングブロー,Рэйнг Удар,射線打擊
Skill.Name.04,샤크,Chak,チャク,Чак,煙
Skill.Name.05,몽키킹,Monkey,猿,Обезьяна,猴
Skill.Name.06,애로우샤워,Arrow Shower,矢印のシャワー,Стрелка Душ,箭頭淋浴
Skill.Name.07,더블 어택,Double Attack,二重攻撃,Двойная Атака,雙重攻擊
Skill.Name.08,용의가호,Dragon,ドラゴン,Дракон,龍
Skill.Name.09,블라스트,Blast,爆発,Взрыв,爆破
Skill.Name.10,유니티소드,Unity,団結,Единство,統一
Skill.Name.11,바람의 검,Wind Sword,風の剣,Ветрный Меч,風劍
Skill.Name.12,황금잔,Golden Cup,ゴールデンカップ,Золотая Чашка,金杯
Skill.Name.13,신성한 축복,Sacred Blessings,神聖な祝福,Священные Благословения,神聖的祝福
Skill.Name.14,경험의 손,Hand,手,Рука,手
Skill.Name.15,드레인,Drain,ドレイン,Осушать,流走
Skill.Name.16,회심의 일격,Conversion,会話,Обращение,轉換
Skill.Name.17,젤리뿔,Jelly Horn,ゼリーホーン,Желе,果凍喇叭
Skill.Name.18,자강두천,Jagang Doocheon,ジャガンドゥーチョン,Джаганг Дуочон,Jagang Doocheon
Skill.Name.19,이글아이,Eagle Eye,鋭い目,Орлиный Глаз,鷹眼
Skill.Name.20,행운잎사귀,Lucky Leaves,幸運な葉,Счастливые Листья,幸運的葉子
Skill.Name.21,총공깽,Gunfire,砲火,Стрельба,炮火
Skill.Description.00,이동속도가 {0}% 증가합니다.,Movement Speed Increases {0}%.,移動速度は{0}％増加します。,Скорость Движения Увеличивается {0}%.,運動速度增加{0}％。
Skill.Description.01,토네이도를 날려 {0}% 공격력으로 공격합니다.,Blow Tornado And Attack With {0}% Attack Power.,竜巻を吹き、{0}％攻撃力で攻撃します。,Взорвать Торнадо И Атаку С {0}% Атаки.,吹龍捲風，並用{0}％攻擊功率攻擊。
Skill.Description.02,{0}초 마다 가까운 적에게 순간이동합니다.,Each Second Is Teleported To The Enemy Every Second.,毎秒は毎秒敵にテレポートされます。,Каждую Секунду Телепортируется С Врагом Каждую Секунду.,每秒每秒都會傳送到敵人。
Skill.Description.03,가까운 적들을 {0}% 공격력으로 3번 공격합니다.,Attack The Enemies Close To {0}% With {0}% Attack Power.,{0}％攻撃電源で{0}％に近い敵を攻撃します。,Атаковать Врагов Близко К {0}% С {0}% Атаки.,用{0}％攻擊力量攻擊接近{0}％的敵人。
Skill.Description.04,상어를 소환해 전방의 적들을 {0}% 공격력으로 공격합니다.,Summon Sharks And Attack Enemies In Front Of Them With {0}% Attack Power.,サメを召喚し、{0}％攻撃力で敵の前で敵を攻撃します。,Призывайте Акул И Атакуйте Врагов Перед Ними С Помощью Мощности Атаки {0}%.,用{0}％攻擊力量在他們面前召喚鯊魚和攻擊敵人。
Skill.Description.05,여의봉을 휘둘러 전방의 적들을 {0}% 공격력으로 공격합니다.,Wield Yeouibong And Attack Enemies In Front Of Them With {0}% Attack Power.,Yeouibongを使用し、{0}％攻撃力で敵の前で敵を攻撃します。,Имейте Yeouibong И Атакуйте Врагов Перед Ними С Помощью Мощности Атаки {0}%.,用{0}％攻擊能力在他們面前揮舞yeouibong並攻擊敵人。
Skill.Description.06,…,…,…,…,…
Skill.Description.07,일반 공격시 {0}% 확률으로 한번 더 공격합니다.,"In General Attack, {0} Will Attack Once More.",一般的に攻撃では、{0}はもう一度攻撃します。,В Общей Атаке {0} Будет Атаковать Еще Раз.,在一般攻擊中，{0}將再次攻擊。
Skill.Description.08,용의 가호가 5초 동안 주변의 적들에게 {0}% 공격력으로 공격합니다.,The Dragon'S Protection Attacks The Enemies Around For 5 Seconds With {0}% Attack.,ドラゴンの保護は、{0}％攻撃で敵を5秒間攻撃します。,Защита Дракона Атакует Врагов В Течение 5 Секунд С Атакой {0}%.,龍的保護在{0}％攻擊下攻擊敵人大約5秒鐘。
Skill.Description.09,망취를 휘둘러 전방의 적에게 {0}% 공격력으로 공격합니다.,Wield The Net And Attack The Enemy In Front Of The Enemy With {0}% Attack Power.,ネットを装備し、{0}％攻撃力で敵の前で敵を攻撃します。,Владеть Сетью И Атаковать Врага Перед Врагом С Помощью {0}% Атаки.,用{0}％攻擊力量揮舞網上並攻擊敵人前面的敵人。
Skill.Description.10,…,…,…,…,…
Skill.Description.11,공격속도가 {0}% 증가합니다.,Attack Speed Increases {0}%.,攻撃速度は{0}％増加します。,Скорость Атаки Увеличивается {0}%.,攻擊速度增加{0}％。
Skill.Description.12,최종 골드 획득량이 {0}% 증가합니다.,The Final Gold Acquisition Increases {0}%.,最終的な金の獲得により{0}％が増加します。,Окончательное Приобретение Золота Увеличивается {0}%.,最終的黃金獲取增加了{0}％。
Skill.Description.13,축복을 받아 체력을 {0}% 회복합니다.,Recover {0}% With A Blessing.,祝福で{0}％を回復します。,Восстановить {0}% С Благословением.,恢復{0}％的祝福。
Skill.Description.14,최종 경험치 획득량이 {0}% 증가합니다.,The Final Experience Acquisition Increases {0}%.,最終的なエクスペリエンスの取得により、{0}％が増加します。,Окончательное Приобретение Опыта Увеличивается {0}%.,最終的經驗獲取增加了{0}％。
Skill.Description.15,흡혈량이 {0}% 증가합니다. (기본 공격력 기반),Vampire Increases {0}%. (Basic Damage Base),吸血鬼は{0}％を増やします。 （基本的なダメージベース）,Вампир Увеличивается {0}%. (Основная База Повреждений),吸血鬼增加{0}％。 （基本損壞基礎）
Skill.Description.16,치명타 공격력이 {0}% 증가합니다.,Critical Damage Increases {0}%.,重大なダメージが{0}％増加します。,Критическое Урон Увеличивается {0}%.,關鍵損害增加{0}％。
Skill.Description.17,최종 젤리 획득량이 {0}% 증가합니다.,The Final Jelly Acquisition Increases {0}%.,最終的なゼリーの取得は{0}％増加します。,Окончательное Приобретение Желе Увеличивается {0}%.,最終的果凍採集增加了{0}％。
Skill.Description.18,보스 공격력이 {0}% 증가합니다.,Boss Damage Increases {0}%.,ボスのダメージが{0}％増加します。,Ущерб Босса Увеличивается {0}%.,老闆傷害增加{0}％。
Skill.Description.19,명중률이 {0}% 증가합니다.,The Hit Rate Increases {0}%.,ヒット率は{0}％増加します。,Скорость Попадания Увеличивается {0}%.,命中率增加{0}％。
Skill.Description.20,회피량이 {0}% 증가합니다.,The Dodge Increases {0}%.,ダッジは{0}％増加します。,Dodge Увеличивается {0}%.,道奇增加{0}％。
Skill.Description.21,최종 공격력이 {0}% 증가합니다.,The Final Damage Increases {0}%.,最終的なダメージは{0}％増加します。,Окончательный Урон Увеличивается {0}%.,最終傷害增加了{0}％。
Skill.Talk.00,,,,,
Skill.Talk.01,토네이도,Tornado,竜巻,Торнадо,龍捲風
Skill.Talk.02,<color=green>텔레포트!</color>,<Color = Green> Teleport! </Color>,<Color = Green>テレポート！ </Color>,<Color = Green> Teleport! </Color>,<Color =綠色>傳送！ </Color>
Skill.Talk.03,<color=red>레.이.징 블로우</color>,<Color = Red> Les.,<Color = Red> Les。,<Color = Red> Les.,<Color =紅色> Les。
Skill.Talk.04,<color=blue>상어.</color>,<Color = Blue> Shark. </Color>,<色=青>サメ。 </Color>,<Color = Blue> Акула. </Color>,<Color =藍色>鯊魚。 </Color>
Skill.Talk.05,몽키킹!,Monkey,,,
Skill.Talk.06,,,,,
Skill.Talk.07,,,,,
Skill.Talk.08,용의 가호,Dragon,ドラゴン,Дракон,龍
Skill.Talk.09,블라스트,Blast,爆発,Взрыв,爆破
Skill.Talk.10,유니티 소드!,Unity Sword!,ユニティソード！,Юнит!,團結劍！
Skill.Talk.11,,,,,
Skill.Talk.12,,,,,
Skill.Talk.13,,,,,
Skill.Talk.14,,,,,
Skill.Talk.15,,,,,
Skill.Talk.16,,,,,
Skill.Talk.17,,,,,
Skill.Talk.18,,,,,
Skill.Talk.19,,,,,
Skill.Talk.20,,,,,
Skill.Talk.21,,,,,
Stage.Name.Castle,돼지의 성,Pork,豚肉,Свинина,豬肉
Stage.Name.Sea,비키니 해변,Bikini Beach,ビキニビーチ,Бикини Пляж,比基尼海灘
Stage.Name.Desert,황금 사막,Golden Desert,黄金の砂漠,Золотая Пустыня,黃金沙漠
Stage.Name.Snow,눈덮인 숲,Snowy Forest,雪の森,Снежный Лес,雪森林
Stage.Name.ToyLand,장난감 공원,Toy Park,おもちゃ公園,Игрушечный Парк,玩具公園
Stage.Description.Castle,돼지들이 반란을 일으키고 도망간 성. 우루루 몰려가서 반란 돼지들을 뚜까패자!,The Pigs Revolted And Ran Away. Ururu Flocked And Rebeled Pigs!,豚は反乱し、逃げました。ウルルは群れ、反逆した豚！,Свиньи Восстали И Убежали. Уруру Стекался И Переиграл Свиней!,豬起義並逃跑了。烏魯魯蜂擁而至，反叛的豬！
Stage.Description.Sea,,,,,
Stage.Description.Desert,,,,,
Stage.Description.Snow,,,,,
Stage.Description.ToyLand,,,,,
Dungeon.Name.PigCow,리본 돼지 토벌 {0}단계,Ribbon Pig Pig {0} Step,リボンピッグ{0}ステップ,Ленточная Свинья {0} Шаг,絲帶豬豬{0}步驟
Dungeon.Name.FishFight,피쉬 파이트! {0}단계,Fish Fight! {0} Step,魚の戦い！ {0}ステップ,Рыбайся! {0} Шаг,魚打架！ {0}步驟
Dungeon.Name.Miner,{0} 포획!,{0} Capture!,{0}キャプチャ！,{0} Захват!,{0}捕獲！
Dungeon.Name.Miner2,야생의 {0} 포획!,,,,
Dungeon.Name.InfiniteTower,무한의 탑 {0}층,Infinite Tower {0} Layer,無限のタワー{0}レイヤー,Бесконечная Башня {0} Слой,無限塔{0}層
Dungeon.Name.Colosseum,콜로세움 {0}단계,Colosseum {0} Step,コロッセオ{0}ステップ,Colosseum {0} Шаг,羅馬鬥獸場{0}步驟
Dungeon.Name.Cave,미믹 동굴,Mimic Cave,洞窟を模倣します,Имитируя Пещера,模仿洞穴
Dungeon.Name.Promotion,{0}의 길,Road Of {0},{0}の道,Дорога {0},{0}的道路
Dungeon.Name.StageBoss,스테이지 보스 {0}층,,,,
Dungeon.Name.SkyTemple.00,하늘 신전 I - 천사 꿀이의 추억,Sky Temple I -Memories Of Angel Honey,スカイテンプルi-エンジェルハニーの思い出,Sky Temple I -Memories Of Angel Honey,天廟一世 - 天使蜂蜜的記憶
Dungeon.Name.SkyTemple.01,하늘 신전 II - 천사 꿀이의 망각,Sky Temple Ii -Objects Of Angel Honey,スカイテンプルii-エンジェルハニーのオブジェクト,Sky Temple Ii -Bjects Of Angel Honey,天神廟ii-天使蜂蜜的對象
Dungeon.Name.SkyTemple.02,하늘 신전 III - 천사 꿀이의 분노,Sky Temple Iii -Angel Honey'S Anger,スカイテンプルiii -Angel Honey'S Anger,Sky Temple Iii -Angel Honey'S Гнев,天廟三世 - 天使蜂蜜的憤怒
Dungeon.Name.SkyTemple.03,하늘 신전 IV - 천사 꿀이의 후회,Sky Temple Iv -Angel Honey Regret,スカイテンプルiv -Angelハニー後悔,Sky Temple Iv -Angel Honey Сожалеет,天神廟四世 - 天使蜂蜜遺憾
Dungeon.Name.SkyTemple.04,하늘 신전 V - 천사 꿀이의 우울,Sky Temple V -Angel Honey'S Depression,Sky Temple V -Angel Honey'S Depression,Небесный Храм V -Ангел Мед.,Sky Temple V -Angel Honey的抑鬱症
Dungeon.Name.SkyTemple.05,하늘 신전 VI - 악마 꿀이의 추억,Sky Temple Vi -Memories Of Devil Honey,スカイテンプルvi  - 悪魔の蜂蜜の思い出,Sky Temple Vi -Memories Of Devil Honey,天神廟六世 - 魔鬼蜂蜜的記憶
Dungeon.Name.SkyTemple.06,하늘 신전 VII - 악마 꿀이의 망각,Sky Temple Vii -Demon Honey'S Oblivion,スカイテンプルvii-デモンハニーの忘却,Sky Temple Vii -Демоновый Мед -Обливион,天廟vii -Demon Honey的遺忘
Dungeon.Name.SkyTemple.07,하늘 신전 VIII - 악마 꿀이의 분노,Sky Temple Viii -Evil Honey'S Rage,Sky Temple Viii -Evil Honey'S Rage,Sky Temple Viii -Evil Honey'S Rage,天神廟viii -Evil Honey的憤怒
Dungeon.Name.SkyTemple.08,하늘 신전 IX - 악마 꿀이의 후회,Sky Temple Ix -Regret Of Devil Honey,スカイテンプルix-デビルハニーのリグレット,Sky Temple Ix -Regret Of Devil Honey,天神殿ix-魔鬼蜂蜜的regret
Dungeon.Name.SkyTemple.09,하늘 신전 X - 악마 꿀이의 우울,Sky Temple X -Demon Honey'S Depression,スカイテンプルx-デモンハニーのうつ病,Скай Храм Х -Демоновый Мед.,天神廟x-迪蒙蜂蜜的抑鬱症
Tip.GuideMissionReward.Bottom,,,,,
Tip.GuideMissionReward.Tab,,,,,
Tip.GuideMissionReward.Main,가이드 미션 보상을 획득하세요!,Gain Guide Mission Reward!,Gain Guide Mission Reward！,Получить Награду По Гида!,獲得指南任務獎勵！
Tip.GuideMissionReward.Button,,,,,
Tip.BlessOn.Bottom,,,,,
Tip.BlessOn.Tab,,,,,
Tip.BlessOn.Main,축복을 통해 더 강력해지세요!,Be More Powerful Through Blessing!,祝福を通してより強力になりましょう！,Будьте Сильнее Благодаря Благословению!,通過祝福變得更強大！
Tip.BlessOn.Button,,,,,
Tip.LuckyPig.Bottom,,,,,
Tip.LuckyPig.Tab,,,,,
Tip.LuckyPig.Main,럭키 피그 보상을 획득하세요!,Gain A Lucky Pig Reward!,幸運な豚の報酬を得る！,Получите Награду С Счастливой Свинью!,獲得幸運的豬獎勵！
Tip.LuckyPig.Button,,,,,
Tip.RoyalGrowth.Bottom,골드를 이용해 왕가를 성장시켜보세요!,Use Gold To Grow The Royal Family!,金を使って王室を育てましょう！,"Используйте Золото, Чтобы Вырастить Королевскую Семью!",用黃金種植王室！
